age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,datasetType
27,9,2,1,0,371,0,0,0,15,1,340,1,-1,0,3,0,1
34,1,1,1,0,5496,1,0,0,23,8,511,2,-1,0,3,0,1
43,1,2,1,0,562,0,0,2,14,8,1191,3,-1,0,3,1,1
53,4,1,2,0,1336,1,0,2,7,8,339,1,-1,0,3,0,1
50,1,1,1,0,36,1,0,0,8,5,1494,3,-1,0,3,1,1
32,1,2,1,0,6,1,0,0,17,8,80,2,363,1,0,0,1
42,4,1,2,0,145,1,0,0,11,0,265,1,441,1,0,1,1
35,9,1,1,0,37,1,0,2,2,8,439,2,-1,0,3,0,1
36,4,1,2,0,1137,0,0,0,5,8,296,1,194,2,2,1,1
43,9,1,1,0,0,0,0,0,28,1,83,11,-1,0,3,0,1
41,9,2,1,0,514,0,0,0,18,5,354,2,-1,0,3,1,1
39,9,1,1,0,438,1,0,0,17,5,139,2,-1,0,3,0,1
52,4,1,2,0,1797,0,0,0,16,7,290,1,82,1,3,1,1
38,1,1,1,0,2266,1,0,0,16,5,222,1,-1,0,3,0,1
50,0,1,1,0,2034,0,0,0,25,3,206,2,261,2,0,0,1
31,2,2,1,0,88,1,0,2,26,8,262,2,-1,0,3,0,1
53,1,1,2,0,624,1,0,2,15,8,159,1,-1,0,3,0,1
35,4,1,0,0,741,1,0,0,19,8,90,3,-1,0,3,0,1
55,4,1,1,0,1564,0,0,0,25,6,340,2,15,0,3,1,1
31,9,0,1,0,-406,1,0,0,6,1,225,1,-1,0,3,0,1
29,0,1,1,0,0,1,0,0,20,8,1545,10,-1,0,3,1,1
38,4,1,2,0,3242,0,0,0,18,9,581,2,-1,0,3,1,1
77,2,1,2,0,615,1,0,0,15,0,353,2,-1,0,3,1,1
49,1,1,1,0,854,1,0,0,29,8,166,2,-1,0,3,0,1
39,4,1,2,0,161,0,0,0,30,1,104,3,-1,0,3,0,1
32,9,1,1,0,2350,1,0,0,14,1,133,4,-1,0,3,0,1
35,7,1,1,0,1974,1,0,2,22,8,67,2,-1,0,3,0,1
55,4,2,2,0,876,0,0,0,19,8,548,1,67,1,3,0,1
44,0,2,1,0,550,0,0,0,15,5,646,2,-1,0,3,1,1
50,1,1,1,0,-10,1,0,0,12,8,361,1,363,1,0,0,1
53,1,1,1,0,839,1,0,2,10,8,220,1,-1,0,3,0,1
30,4,1,1,0,-97,1,1,0,16,8,636,1,286,1,1,1,1
51,0,1,2,0,0,0,0,0,6,1,82,2,-1,0,3,0,1
40,4,1,1,0,122,0,0,0,13,3,17,5,176,5,1,0,1
53,4,1,2,0,6998,0,0,0,12,9,287,1,-1,0,3,0,1
65,9,1,1,0,277,0,0,0,13,1,31,1,-1,0,3,0,1
43,5,1,1,0,719,0,0,0,28,11,174,1,96,1,3,1,1
41,9,1,1,0,4286,1,0,0,18,8,190,1,-1,0,3,0,1
41,4,1,0,0,3458,0,0,0,14,9,234,1,183,1,3,1,1
27,4,2,1,0,511,1,0,0,29,4,207,4,233,2,1,0,1
44,4,1,1,0,421,1,0,0,18,6,360,3,-1,0,3,0,1
30,4,1,1,0,26,0,0,0,15,8,750,2,-1,0,3,1,1
35,4,1,2,0,3323,0,0,0,15,9,533,2,198,3,3,1,1
46,9,1,1,0,0,1,0,2,8,8,256,1,-1,0,3,0,1
30,7,2,1,0,25,1,0,0,1,1,165,1,-1,0,3,0,1
40,9,1,1,0,1850,1,0,0,17,1,292,1,-1,0,3,0,1
49,9,1,1,0,5,0,0,0,24,5,450,2,-1,0,3,0,1
39,0,2,1,0,391,1,0,2,16,6,84,4,-1,0,3,0,1
35,9,1,1,0,2046,1,0,0,17,8,205,1,-1,0,3,0,1
36,9,1,1,0,247,1,0,2,10,8,249,1,-1,0,3,0,1
35,9,1,1,0,513,1,0,0,13,3,39,3,-1,0,3,0,1
32,0,1,1,0,10,1,0,2,5,8,103,2,-1,0,3,0,1
40,4,1,2,0,29,0,0,0,24,7,115,1,98,1,0,0,1
35,1,1,1,0,134,1,0,2,7,8,65,1,-1,0,3,0,1
38,1,2,1,0,165,1,0,0,18,7,430,1,-1,0,3,1,1
43,9,1,1,0,472,1,0,2,28,8,58,1,-1,0,3,0,1
25,9,1,1,0,501,1,0,0,19,1,379,2,-1,0,3,1,1
37,9,1,1,0,3977,0,0,0,6,1,705,1,257,1,3,1,1
44,4,2,1,0,1312,0,0,0,23,0,994,1,148,3,3,1,1
27,9,1,1,0,2448,0,0,0,26,1,192,3,164,1,2,1,1
31,1,2,1,0,388,0,0,0,5,5,729,1,-1,0,3,0,1
45,4,1,1,0,759,1,0,2,11,8,257,1,-1,0,3,0,1
39,9,1,1,0,0,1,0,0,14,9,109,7,-1,0,3,0,1
24,1,1,1,0,118,1,0,2,15,5,50,2,-1,0,3,0,1
37,4,1,2,0,1327,1,0,2,15,8,79,3,-1,0,3,0,1
49,4,1,2,0,0,0,0,0,10,1,116,4,-1,0,3,0,1
38,9,2,2,0,201,0,0,0,22,6,619,3,-1,0,3,1,1
48,0,1,1,0,170,1,0,0,1,4,7,1,705,3,0,0,1
52,7,1,0,0,211,0,0,2,15,8,27,1,-1,0,3,0,1
35,4,1,1,0,388,1,0,0,5,5,722,1,-1,0,3,0,1
38,4,1,2,0,20,0,0,0,30,8,52,1,-1,0,3,0,1
38,1,1,1,0,687,0,0,0,8,5,868,1,-1,0,3,1,1
36,4,1,2,0,1625,0,0,0,20,9,1414,3,31,0,3,0,1
48,0,1,1,0,2322,0,0,2,13,8,590,2,41,0,3,0,1
40,1,1,1,0,1723,1,0,0,24,8,683,2,-1,0,3,1,1
47,5,1,2,0,7275,0,0,0,20,6,534,2,-1,0,3,1,1
31,2,1,1,0,361,1,0,0,23,5,1419,4,-1,0,3,1,1
34,1,1,1,0,1764,0,0,0,29,3,633,5,-1,0,3,1,1
39,4,1,1,0,1360,0,0,0,28,6,1472,1,-1,0,3,1,1
60,0,0,1,0,991,0,0,2,17,6,1023,5,-1,0,3,1,1
39,4,1,2,0,729,1,0,2,20,8,135,1,-1,0,3,0,1
42,4,2,2,0,900,0,0,0,15,11,340,2,187,3,1,1,1
46,4,1,2,0,7267,0,0,0,7,3,328,2,-1,0,3,0,1
40,9,1,2,0,178,1,0,0,19,8,62,3,-1,0,3,0,1
46,4,1,0,0,15,0,0,0,30,1,58,2,-1,0,3,0,1
39,0,2,1,0,2549,0,0,0,20,0,202,2,192,2,0,1,1
41,1,1,1,0,816,1,0,2,24,8,35,2,-1,0,3,0,1
35,1,1,1,0,1949,0,0,0,3,1,198,2,-1,0,3,0,1
30,4,2,2,0,870,0,0,0,11,10,204,1,102,4,0,1,1
77,5,1,1,0,8162,0,0,0,10,6,375,1,178,2,3,1,1
39,11,1,2,0,1145,0,0,0,19,5,93,2,-1,0,3,0,1
35,4,2,1,0,0,0,0,0,22,1,146,1,-1,0,3,0,1
32,4,1,1,0,2631,0,0,0,12,3,188,2,-1,0,3,1,1
33,9,1,2,0,70,1,0,2,14,8,220,6,-1,0,3,0,1
35,1,1,1,0,661,0,0,0,17,5,964,2,-1,0,3,1,1
55,4,1,2,0,5757,0,0,0,14,3,953,2,-1,0,3,1,1
43,0,1,1,0,105,1,0,0,24,5,93,2,-1,0,3,0,1
52,9,1,2,0,4994,0,1,0,18,9,61,5,-1,0,3,0,1
34,4,1,0,0,1,0,0,0,5,3,527,2,-1,0,3,1,1
39,4,1,1,0,608,1,0,0,12,5,445,2,350,2,0,1,1
38,0,1,2,0,5722,0,0,0,21,0,204,1,-1,0,3,1,1
46,4,2,1,0,6814,0,0,0,22,1,121,2,-1,0,3,0,1
31,0,2,1,0,2480,0,1,0,19,3,398,1,-1,0,3,0,1
38,9,1,2,0,125,1,0,2,18,8,269,1,-1,0,3,0,1
32,4,2,2,0,26,0,0,0,8,0,107,2,0,2,3,1,1
42,0,1,1,0,471,1,0,2,25,8,150,1,-1,0,3,0,1
45,9,1,1,0,540,0,0,0,17,9,448,1,23,0,3,1,1
39,1,1,1,0,13,1,0,0,13,5,1453,5,-1,0,3,1,1
31,0,1,1,0,0,1,0,0,10,5,126,1,-1,0,3,0,1
36,4,1,0,0,3307,0,0,0,6,6,254,1,55,0,3,1,1
34,5,1,2,0,1058,0,0,0,10,0,559,1,-1,0,3,1,1
69,1,1,1,0,608,0,0,2,14,8,767,2,-1,0,3,0,1
31,4,1,1,0,155,1,0,2,13,5,656,6,-1,0,3,1,1
38,9,1,1,0,1693,1,0,2,12,6,65,1,-1,0,3,0,1
35,4,1,2,0,3298,0,0,0,10,5,123,2,-1,0,3,0,1
43,7,1,1,0,-925,0,0,0,26,8,130,2,-1,0,3,0,1
43,5,1,1,0,721,1,0,0,21,0,357,1,-1,0,3,1,1
53,4,1,1,0,295,1,0,0,13,8,153,7,-1,0,3,0,1
62,9,1,2,0,491,1,0,0,15,5,622,1,170,0,3,0,1
47,0,1,1,0,1030,1,0,1,3,1,38,4,-1,0,3,0,1
35,0,1,1,0,356,1,0,0,7,8,244,2,313,1,1,0,1
25,4,1,2,0,956,1,0,2,8,6,142,4,-1,0,3,0,1
42,4,2,2,0,6662,1,0,0,19,1,316,2,-1,0,3,0,1
27,0,1,1,0,257,0,0,0,29,0,453,1,84,1,2,1,1
39,7,1,1,0,210,0,0,2,24,8,32,7,-1,0,3,0,1
37,1,1,1,0,105,1,0,2,11,8,151,1,-1,0,3,0,1
55,1,1,1,0,772,1,0,2,19,8,291,1,-1,0,3,0,1
52,7,1,1,0,156,1,0,2,18,8,196,1,-1,0,3,0,1
54,4,1,2,0,6884,0,0,0,8,9,351,2,-1,0,3,0,1
44,9,1,1,0,1430,1,0,2,28,5,69,4,-1,0,3,0,1
35,4,2,1,0,9,0,0,0,12,3,585,1,-1,0,3,1,1
49,11,1,1,0,2100,0,0,0,12,3,245,2,96,1,3,1,1
42,6,2,1,0,103,0,0,0,17,5,331,1,-1,0,3,0,1
46,4,1,0,0,0,0,0,2,7,6,68,2,-1,0,3,0,1
32,0,2,1,0,218,0,0,0,10,7,330,2,-1,0,3,1,1
34,4,2,2,0,772,0,0,0,21,0,229,1,110,1,0,1,1
54,1,1,0,0,482,1,0,0,7,3,146,1,295,3,0,0,1
35,9,2,1,0,701,1,0,2,23,8,233,1,-1,0,3,0,1
49,9,1,1,0,1,0,0,0,26,1,71,6,-1,0,3,0,1
48,4,1,0,0,1508,1,0,0,13,6,16,6,-1,0,3,0,1
38,4,1,1,0,156,0,0,0,29,1,98,5,-1,0,3,0,1
43,9,0,1,0,219,0,0,0,24,5,147,10,-1,0,3,0,1
62,9,1,1,0,1840,0,0,0,4,8,368,2,148,3,3,0,1
46,9,1,1,0,2716,1,0,0,18,1,113,1,-1,0,3,0,1
31,7,1,1,0,256,1,1,0,20,8,86,1,-1,0,3,0,1
36,4,1,2,0,2788,1,0,0,19,8,265,1,-1,0,3,0,1
35,1,1,1,0,672,0,0,0,13,5,923,1,-1,0,3,1,1
33,4,1,1,0,3090,0,0,0,19,1,448,1,-1,0,3,1,1
53,5,1,1,0,900,0,0,1,6,5,336,1,-1,0,3,1,1
31,1,1,1,0,350,1,0,0,27,9,109,2,-1,0,3,0,1
38,4,2,2,0,51,0,0,0,22,11,256,3,133,1,2,1,1
49,1,1,1,0,1289,1,0,0,8,8,272,1,-1,0,3,0,1
47,2,1,1,0,606,0,0,0,20,8,29,1,-1,0,3,0,1
27,0,1,1,0,639,0,0,2,14,8,243,3,-1,0,3,0,1
54,4,1,1,0,137,1,0,0,16,8,204,1,-1,0,3,0,1
37,1,1,1,0,1663,1,0,2,28,6,33,1,-1,0,3,0,1
35,0,2,1,0,199,1,0,2,10,6,182,1,-1,0,3,0,1
33,7,1,1,0,175,0,0,0,6,8,1654,3,-1,0,3,1,1
31,0,2,1,0,258,1,0,0,7,8,46,1,-1,0,3,0,1
29,2,2,1,0,463,1,0,0,17,5,147,1,-1,0,3,0,1
40,4,2,2,0,5202,0,0,0,26,0,221,1,-1,0,3,1,1
46,0,2,1,0,3601,0,0,0,15,3,255,1,37,0,2,1,1
41,0,0,0,0,1571,1,0,0,18,9,73,1,-1,0,3,0,1
37,4,2,2,0,6215,1,0,0,22,8,199,7,53,0,3,0,1
38,4,1,1,0,3567,1,0,0,11,9,231,2,-1,0,3,0,1
43,8,1,2,0,0,0,0,0,10,5,788,3,-1,0,3,1,1
25,4,1,2,0,11,1,0,2,12,8,415,1,-1,0,3,0,1
38,7,0,1,0,0,1,0,2,12,8,393,2,-1,0,3,0,1
32,7,2,1,0,38,1,0,0,15,5,744,1,-1,0,3,1,1
50,9,1,2,0,6848,0,0,0,19,1,82,1,-1,0,3,0,1
35,4,1,1,0,495,1,0,0,21,8,1777,8,-1,0,3,1,1
41,6,1,2,0,230,0,0,0,8,6,75,2,-1,0,3,0,1
43,9,1,1,0,2603,1,0,0,21,8,88,2,-1,0,3,0,1
38,7,1,1,0,192,1,0,0,25,5,1125,3,-1,0,3,1,1
40,9,1,1,0,0,0,0,0,8,5,630,2,-1,0,3,0,1
40,1,1,1,0,-120,1,0,0,11,8,219,3,-1,0,3,0,1
37,4,1,1,0,654,1,0,0,20,0,171,1,-1,0,3,0,1
45,4,1,1,0,104,0,0,0,14,1,652,2,-1,0,3,1,1
45,1,1,1,0,583,0,0,0,21,1,84,4,-1,0,3,0,1
45,0,1,1,0,999,1,0,0,29,6,35,4,-1,0,3,0,1
48,4,1,0,0,267,0,0,0,16,8,137,5,-1,0,3,0,1
34,0,1,1,0,3666,0,0,0,19,9,240,1,124,2,3,0,1
28,0,1,1,0,213,0,0,0,21,7,371,1,-1,0,3,1,1
51,1,1,1,0,4011,1,0,0,20,0,677,3,-1,0,3,0,1
41,0,1,1,0,-379,1,0,0,19,8,478,1,-1,0,3,1,1
31,2,1,1,0,10,1,0,0,28,4,73,1,215,5,0,0,1
33,0,1,1,0,2393,0,0,0,10,3,105,2,-1,0,3,1,1
32,4,2,1,0,3,0,0,0,25,1,176,2,-1,0,3,0,1
32,1,1,1,0,10,1,0,0,6,8,501,3,-1,0,3,0,1
32,7,1,1,0,667,0,0,2,21,8,615,2,-1,0,3,0,1
49,1,2,2,0,31,1,0,0,4,8,280,2,-1,0,3,0,1
44,4,1,1,0,141,1,0,2,4,6,63,3,0,0,3,0,1
44,4,1,2,0,6550,0,0,1,24,1,157,6,-1,0,3,0,1
44,4,1,2,0,2981,1,0,0,15,9,756,2,4,0,3,0,1
51,0,2,1,0,2195,0,0,0,11,3,140,1,98,1,3,1,1
31,5,1,1,0,2874,0,0,0,2,3,356,1,-1,0,3,1,1
38,0,1,1,0,1257,1,0,2,19,8,226,4,-1,0,3,0,1
43,1,1,1,0,420,1,0,0,9,8,110,1,-1,0,3,0,1
27,0,1,1,0,896,0,0,0,5,10,395,1,-1,0,3,1,1
34,1,1,1,0,41,1,0,0,18,8,682,2,187,1,0,1,1
36,1,0,1,0,-409,1,0,0,18,8,774,2,-1,0,3,1,1
47,1,1,1,0,-954,1,0,0,6,5,551,1,-1,0,3,1,1
41,4,2,2,0,813,1,0,2,29,8,579,3,-1,0,3,0,1
41,9,1,1,0,758,0,0,0,19,0,396,1,-1,0,3,0,1
33,0,0,1,0,84,1,0,2,5,8,231,1,-1,0,3,0,1
29,0,1,1,0,3079,1,0,0,27,8,245,2,-1,0,3,0,1
47,4,2,2,0,542,0,0,0,23,1,116,4,-1,0,3,0,1
34,4,2,2,0,43,0,0,0,28,1,101,2,-1,0,3,0,1
57,0,1,1,0,3493,0,0,0,3,6,111,3,-1,0,3,0,1
46,1,1,1,0,1409,1,0,2,13,5,69,1,-1,0,3,0,1
28,9,1,2,0,632,1,0,0,7,8,283,1,-1,0,3,0,1
44,1,1,0,0,67,0,0,0,7,8,253,1,-1,0,3,0,1
34,4,2,1,0,871,1,0,2,8,8,211,2,-1,0,3,0,1
69,4,1,2,0,4409,0,0,2,12,8,112,1,-1,0,3,0,1
49,9,2,2,0,1128,1,0,0,14,0,235,1,305,1,0,0,1
47,7,2,2,0,47,1,0,0,11,1,1838,2,-1,0,3,1,1
37,1,1,0,0,1263,1,0,0,18,8,102,3,315,8,0,0,1
43,7,1,2,0,298,1,0,0,10,1,1867,3,-1,0,3,1,1
48,4,2,2,0,1499,0,0,0,19,9,1011,1,105,1,3,1,1
40,9,1,1,0,689,0,0,0,6,1,172,2,-1,0,3,0,1
38,9,1,1,0,73,1,0,0,5,6,30,1,-1,0,3,0,1
47,4,1,1,0,3890,0,0,0,22,9,279,1,-1,0,3,0,1
44,4,1,2,0,827,1,0,0,19,1,204,2,109,7,3,0,1
35,10,0,1,0,787,1,0,0,14,8,153,1,367,2,0,0,1
41,4,0,2,0,2,1,0,0,23,10,268,1,222,4,2,1,1
36,7,1,1,0,881,1,0,0,15,0,747,1,-1,0,3,0,1
37,7,1,1,0,2822,0,0,0,6,4,523,2,-1,0,3,1,1
38,1,1,1,0,423,1,0,2,21,8,247,1,-1,0,3,0,1
34,1,1,1,0,455,1,0,0,20,8,371,2,-1,0,3,0,1
36,4,2,2,0,0,0,0,0,12,11,263,2,96,3,2,1,1
32,9,2,1,0,996,1,0,2,26,8,150,1,-1,0,3,0,1
35,0,1,1,0,-244,1,0,0,19,8,551,2,232,2,3,1,1
46,4,1,1,0,580,1,0,2,11,1,126,2,-1,0,3,0,1
33,1,1,1,0,695,1,0,0,5,1,173,1,-1,0,3,0,1
41,0,1,1,0,207,0,0,0,3,7,304,1,-1,0,3,1,1
44,1,1,1,0,345,1,0,0,10,8,86,2,-1,0,3,0,1
42,1,1,0,0,865,0,0,0,19,9,495,1,124,3,3,0,1
46,9,1,2,0,1171,0,0,0,1,1,252,1,0,0,3,1,1
50,4,1,2,0,427,1,0,0,14,5,357,3,-1,0,3,0,1
37,2,1,2,0,256,0,0,0,15,9,446,1,-1,0,3,0,1
39,4,1,1,0,1061,0,0,0,11,7,139,3,-1,0,3,1,1
34,9,1,1,0,1467,1,0,0,23,9,351,1,-1,0,3,0,1
43,6,1,2,0,1145,0,0,0,4,5,178,2,-1,0,3,0,1
37,9,1,1,0,0,1,1,0,20,8,150,2,-1,0,3,0,1
33,1,1,1,0,640,0,0,2,22,8,249,3,-1,0,3,0,1
34,1,1,1,0,969,0,0,0,27,9,1362,3,191,2,3,1,1
32,9,2,2,0,452,0,0,0,8,8,68,2,-1,0,3,0,1
52,6,0,2,0,1416,0,0,0,10,8,692,1,-1,0,3,1,1
33,5,1,1,0,97,1,0,0,18,5,819,2,-1,0,3,1,1
48,1,1,2,0,1004,1,0,0,10,5,114,1,-1,0,3,0,1
45,4,2,2,0,2346,1,0,0,29,1,1055,14,-1,0,3,1,1
34,9,0,2,0,0,0,0,0,15,5,143,1,-1,0,3,0,1
54,4,1,1,0,1224,0,0,0,6,6,1548,1,10,0,3,1,1
38,7,1,1,0,837,0,0,2,4,8,250,1,-1,0,3,0,1
35,4,1,2,0,6530,0,0,0,28,10,108,5,-1,0,3,0,1
44,4,1,2,0,6986,0,0,0,16,9,352,1,-1,0,3,0,1
56,4,1,1,0,1205,0,0,0,5,6,1500,1,-1,0,3,1,1
34,0,1,1,0,2368,1,0,0,8,1,165,1,216,1,0,1,1
38,4,1,1,0,4917,1,1,0,26,5,119,2,-1,0,3,0,1
37,0,1,1,0,2400,1,0,0,15,0,170,2,-1,0,3,0,1
53,10,1,1,0,791,0,0,2,6,8,257,1,-1,0,3,0,1
34,1,1,1,0,154,0,0,2,18,8,340,2,-1,0,3,0,1
61,0,1,1,0,4629,0,0,0,26,8,180,1,91,0,3,1,1
36,7,1,1,0,1840,1,0,0,12,6,45,1,338,2,0,0,1
36,9,1,1,0,3,0,0,0,24,1,166,2,-1,0,3,0,1
47,9,2,1,0,0,0,0,0,24,1,627,2,-1,0,3,1,1
42,4,1,2,0,2429,1,0,0,4,3,363,1,130,4,3,1,1
70,0,1,2,0,4654,0,0,0,15,4,99,4,-1,0,3,1,1
29,4,0,1,0,1598,1,0,0,8,6,113,1,58,0,3,0,1
57,0,1,2,0,361,0,0,0,3,0,588,1,-1,0,3,1,1
38,4,1,1,0,776,0,0,0,9,1,216,1,-1,0,3,0,1
28,6,1,1,0,8635,1,0,0,10,6,218,1,-1,0,3,0,1
43,9,2,1,0,202,0,0,0,7,0,229,1,-1,0,3,1,1
34,9,1,1,0,0,0,0,0,19,5,108,1,-1,0,3,0,1
38,4,1,1,0,47,1,0,2,6,8,193,1,-1,0,3,0,1
27,9,2,1,0,233,1,0,0,10,8,14,4,-1,0,3,0,1
50,9,1,1,0,2098,0,0,0,8,11,461,5,-1,0,3,1,1
46,0,1,1,0,-195,1,0,2,11,8,164,1,-1,0,3,0,1
43,4,1,1,0,1525,1,0,0,29,9,159,1,-1,0,3,0,1
38,1,1,1,0,1047,1,0,0,13,1,112,1,-1,0,3,0,1
53,1,1,2,0,1826,0,0,0,18,7,245,1,-1,0,3,1,1
31,4,1,2,0,16969,0,0,0,26,6,69,1,-1,0,3,0,1
51,4,1,1,0,299,1,0,0,15,8,414,3,362,1,0,1,1
31,4,1,0,0,460,1,0,0,7,8,633,1,295,1,2,1,1
49,4,1,2,0,2942,1,0,0,17,9,733,3,-1,0,0,0,1
40,10,1,1,0,1757,1,0,0,17,9,199,4,-1,0,3,0,1
43,7,1,1,0,692,1,0,0,9,6,290,5,-1,0,3,0,1
42,1,1,1,0,-190,1,0,2,23,8,190,2,-1,0,3,0,1
35,1,1,1,0,699,1,0,0,9,8,165,3,-1,0,3,0,1
49,0,2,2,0,110,1,1,2,16,5,257,1,-1,0,3,0,1
58,4,1,2,0,1031,0,0,0,11,5,1204,1,5,0,3,1,1
38,1,2,1,0,144,1,0,0,8,8,567,1,31,1,3,1,1
35,4,1,2,0,44,0,0,0,23,1,546,2,-1,0,3,1,1
45,9,1,2,0,516,0,0,0,3,7,153,2,21,0,3,1,1
59,5,1,1,0,3734,0,0,0,22,5,190,1,185,8,2,1,1
51,1,1,0,0,200,1,0,2,10,8,209,3,-1,0,3,0,1
51,5,1,2,0,9225,0,0,0,18,8,653,3,0,0,3,1,1
34,9,1,2,0,2285,1,0,0,27,5,31,2,-1,0,3,0,1
29,0,1,1,0,7,1,0,2,5,8,141,1,-1,0,3,0,1
39,4,1,2,0,4036,1,0,0,24,8,106,2,-1,0,3,0,1
57,1,1,1,0,14402,0,0,2,17,1,295,1,-1,0,3,0,1
51,1,1,1,0,254,1,0,0,5,8,481,2,-1,0,3,0,1
31,1,1,1,0,128,1,0,0,7,8,147,1,154,1,0,0,1
56,5,1,1,0,350,1,0,2,15,8,224,1,-1,0,3,0,1
42,1,0,1,0,1307,1,0,0,16,8,479,1,-1,0,3,0,1
51,4,1,2,0,1793,0,0,0,15,3,285,1,83,1,3,1,1
35,1,2,1,0,-4,1,0,0,16,8,1173,1,343,4,3,1,1
42,0,2,1,0,78,0,0,0,20,5,1224,2,-1,0,3,1,1
54,0,1,1,0,131,1,0,0,21,5,15,12,-1,0,3,0,1
30,1,1,1,0,-184,1,0,0,12,8,51,1,-1,0,3,0,1
34,1,1,1,0,-564,1,0,2,26,8,249,1,-1,0,3,0,1
31,4,2,2,0,1180,0,0,0,21,8,123,1,-1,0,3,0,1
38,1,1,0,0,-342,1,0,0,18,8,126,2,-1,0,3,0,1
31,4,1,1,0,104,1,1,0,10,8,177,2,299,1,0,0,1
38,0,1,1,0,77,1,0,0,24,1,83,1,-1,0,3,0,1
36,4,1,1,0,1852,1,0,0,4,8,73,1,273,1,0,0,1
35,9,1,1,0,0,0,0,0,20,9,112,1,-1,0,3,0,1
32,5,0,1,0,893,0,0,0,15,3,673,1,-1,0,3,1,1
63,1,1,1,0,2179,1,0,0,19,1,367,1,257,2,0,1,1
43,1,1,1,0,703,1,0,0,4,5,402,1,-1,0,3,0,1
31,0,2,1,0,220,0,0,0,15,7,317,2,-1,0,3,1,1
45,1,1,1,0,137,1,0,2,11,8,277,1,-1,0,3,0,1
53,2,1,2,0,621,0,0,0,18,8,190,5,-1,0,3,0,1
49,4,1,2,0,285,0,0,0,22,8,41,11,-1,0,3,0,1
47,9,1,2,0,49241,0,0,2,4,6,137,1,-1,0,3,0,1
34,9,1,1,0,1000,1,0,2,18,8,252,1,-1,0,3,0,1
38,6,1,1,0,46,1,0,0,20,5,767,1,-1,0,3,1,1
51,4,1,1,0,8151,1,0,0,20,5,234,6,-1,0,3,0,1
37,4,1,1,0,18,1,0,0,6,5,108,1,-1,0,3,0,1
37,4,1,1,0,72,0,0,0,26,10,259,2,150,1,2,1,1
52,1,1,1,0,2130,1,0,0,22,1,271,1,448,1,0,1,1
36,7,2,1,0,58,1,0,0,17,5,1153,1,-1,0,3,1,1
39,7,1,2,0,424,0,0,0,18,5,1029,1,-1,0,3,1,1
28,1,1,1,0,-225,1,1,2,1,5,90,1,-1,0,3,0,1
53,9,1,1,0,1020,0,0,0,6,6,395,5,-1,0,3,0,1
47,1,2,0,0,257,1,0,0,10,8,476,2,-1,0,3,0,1
35,7,1,1,0,1052,0,0,0,17,8,113,2,-1,0,3,0,1
52,4,1,1,0,1452,0,0,0,24,1,259,2,-1,0,3,0,1
54,5,1,2,0,-2,0,0,0,6,1,111,1,-1,0,3,0,1
35,1,2,1,0,341,1,0,2,9,8,143,1,-1,0,3,0,1
39,9,1,1,0,326,0,0,0,4,5,368,1,-1,0,3,0,1
45,4,2,1,0,58,1,0,0,25,5,835,4,-1,0,3,1,1
54,7,2,0,0,144,1,0,0,17,8,202,1,-1,0,3,0,1
65,1,1,1,0,205,1,0,0,8,8,479,1,-1,0,3,1,1
42,9,1,1,0,289,1,0,2,18,8,217,3,-1,0,3,0,1
31,7,1,1,0,4761,1,0,0,5,9,162,1,344,2,0,0,1
29,9,0,1,0,2,1,0,0,9,8,182,1,-1,0,3,0,1
47,1,1,1,0,903,1,0,2,11,8,215,3,-1,0,3,0,1
32,6,1,2,0,0,0,0,0,21,1,455,2,-1,0,3,0,1
35,1,1,1,0,56,0,0,0,17,8,11,3,-1,0,3,0,1
34,1,1,0,0,3457,1,0,0,13,1,294,2,-1,0,3,0,1
35,1,1,0,0,295,0,0,0,7,5,280,1,-1,0,3,0,1
35,5,0,1,0,0,1,0,0,26,0,164,1,-1,0,3,1,1
51,0,1,1,0,1942,0,0,0,14,0,236,2,328,1,0,0,1
48,1,2,2,0,2280,1,0,0,8,0,320,1,-1,0,3,0,1
34,9,1,1,0,108,0,0,2,18,8,815,2,-1,0,3,1,1
42,1,1,1,0,-190,1,0,2,23,8,189,2,-1,0,3,0,1
37,1,1,1,0,123,1,0,0,6,8,364,1,-1,0,3,0,1
65,0,2,1,0,1339,1,0,0,18,9,118,2,179,2,1,0,1
52,10,1,1,0,4506,1,0,2,21,8,178,3,-1,0,3,0,1
31,0,1,1,0,343,1,0,0,15,8,8,8,354,11,0,0,1
33,4,0,2,0,37,1,0,0,12,8,580,3,360,3,0,0,1
35,7,1,1,0,0,1,0,0,13,5,338,3,-1,0,3,0,1
39,4,1,2,0,8927,0,0,0,10,9,209,1,32,0,3,0,1
37,10,1,1,0,4025,1,0,0,26,6,109,2,-1,0,3,0,1
33,4,1,0,0,5088,0,0,2,17,6,20,11,-1,0,3,0,1
55,7,1,2,0,-1,1,0,0,18,8,146,1,-1,0,3,0,1
40,1,1,2,0,391,1,0,0,19,8,221,5,-1,0,3,0,1
44,4,1,2,0,475,1,0,2,26,8,127,1,-1,0,3,0,1
42,0,1,1,0,737,1,0,0,20,9,584,3,191,3,0,0,1
49,4,1,1,0,0,0,0,0,20,1,443,2,-1,0,3,0,1
45,1,1,0,0,62,0,0,0,20,1,110,2,-1,0,3,0,1
29,9,2,2,0,2174,1,0,0,20,5,348,1,-1,0,3,0,1
41,1,2,1,0,505,1,0,0,19,8,39,5,-1,0,3,0,1
