existingchecking,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,statussex,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification,datasetType
A14,15,A34,A49,2640,A61,A71,3,A93,A101,2,A123,36,A142,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,14,A32,A40,2305,A63,A73,2,A93,A101,2,A124,35,A143,A151,1,A172,1,A191,A202,1,DatasetType.Deployment
A11,21,A32,A40,2200,A65,A73,3,A92,A101,2,A122,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,27,A34,A41,4354,A61,A75,2,A93,A101,2,A122,32,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A11,15,A32,A40,2779,A61,A72,3,A93,A101,1,A121,31,A143,A152,1,A172,1,A191,A201,2,DatasetType.Deployment
A11,18,A33,A46,5624,A65,A73,1,A92,A101,2,A123,26,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,20,A32,A40,2877,A63,A74,1,A92,A101,2,A123,30,A141,A152,1,A174,0,A191,A201,1,DatasetType.Deployment
A12,18,A32,A40,2037,A65,A73,3,A92,A101,2,A122,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,17,A32,A40,3072,A64,A74,2,A92,A101,2,A123,25,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A41,2513,A65,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,15,A34,A40,1996,A61,A74,2,A93,A101,2,A121,38,A143,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A14,20,A33,A42,2302,A62,A74,3,A93,A101,2,A121,32,A143,A152,1,A174,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A42,2867,A65,A75,1,A92,A101,2,A122,27,A141,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,18,A32,A41,2875,A61,A73,1,A94,A101,2,A123,25,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,23,A34,A43,2858,A61,A75,3,A93,A101,2,A123,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,18,A34,A43,2088,A64,A73,3,A93,A101,2,A121,37,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,14,A32,A42,2168,A61,A75,1,A93,A101,3,A123,25,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,18,A34,A45,2108,A61,A71,2,A92,A101,3,A124,42,A143,A153,2,A171,1,A191,A201,2,DatasetType.Deployment
A14,12,A32,A49,3198,A61,A74,1,A93,A101,3,A121,51,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,21,A32,A410,7003,A61,A73,2,A93,A102,2,A123,29,A141,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,12,A34,A42,2438,A61,A71,3,A93,A101,3,A124,33,A143,A153,2,A174,0,A192,A201,1,DatasetType.Deployment
A14,21,A34,A45,2527,A61,A73,3,A91,A101,2,A121,31,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,14,A32,A42,2565,A61,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A43,2250,A65,A73,2,A94,A101,1,A121,27,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,12,A32,A45,1852,A63,A74,2,A94,A101,3,A121,26,A143,A151,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,21,A34,A40,2155,A64,A75,3,A92,A101,3,A121,33,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,30,A34,A45,3172,A61,A71,3,A93,A102,3,A123,47,A143,A152,1,A171,0,A191,A201,1,DatasetType.Deployment
A13,15,A31,A49,1828,A61,A72,3,A92,A101,1,A121,28,A143,A152,1,A171,0,A191,A201,2,DatasetType.Deployment
A14,15,A32,A40,2443,A61,A75,3,A93,A101,3,A123,34,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,15,A32,A42,2316,A61,A73,2,A92,A102,2,A122,30,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,19,A33,A410,2803,A61,A73,2,A93,A101,2,A123,29,A141,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,15,A32,A46,1881,A61,A75,3,A93,A101,3,A123,35,A141,A152,1,A172,1,A191,A201,2,DatasetType.Deployment
A12,33,A34,A42,3994,A61,A73,2,A92,A101,2,A123,30,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,14,A34,A46,2134,A65,A75,3,A92,A101,3,A122,35,A143,A151,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,27,A32,A40,2423,A61,A72,3,A92,A101,3,A123,32,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,13,A32,A43,2777,A61,A73,2,A93,A103,2,A121,32,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A13,15,A32,A42,2221,A65,A75,2,A92,A101,3,A121,42,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,17,A33,A45,2264,A64,A73,2,A94,A101,2,A122,45,A142,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,27,A34,A41,6871,A65,A73,3,A93,A101,2,A123,30,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,12,A32,A43,1784,A61,A73,2,A92,A101,1,A121,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,15,A30,A42,2866,A61,A75,2,A93,A101,3,A122,32,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A32,A41,2823,A61,A75,3,A93,A101,3,A123,32,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,21,A32,A40,3859,A61,A74,2,A93,A102,2,A122,30,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,21,A32,A41,2827,A61,A72,3,A92,A101,1,A124,29,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,15,A34,A40,3419,A61,A73,2,A93,A101,2,A121,33,A143,A151,1,A173,1,A191,A201,1,DatasetType.Deployment
A11,15,A32,A41,3169,A61,A75,2,A93,A101,3,A124,32,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,12,A32,A44,1699,A61,A72,3,A92,A101,1,A121,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,18,A32,A43,3752,A61,A72,2,A93,A101,2,A123,31,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,27,A32,A42,3282,A61,A73,1,A93,A103,2,A122,33,A143,A152,1,A173,1,A191,A201,1,DatasetType.Deployment
A11,17,A32,A40,2365,A61,A72,2,A93,A101,2,A121,33,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A42,2990,A61,A72,2,A92,A101,1,A121,32,A143,A151,1,A174,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A48,1898,A65,A75,3,A93,A101,3,A122,34,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,18,A32,A49,2475,A61,A74,3,A93,A101,1,A123,32,A142,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,21,A32,A41,2945,A61,A73,2,A93,A103,3,A124,46,A141,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A11,21,A33,A43,2335,A61,A72,3,A92,A101,2,A123,29,A143,A151,1,A172,0,A192,A201,2,DatasetType.Deployment
A14,33,A33,A43,5028,A65,A75,2,A93,A101,2,A123,31,A141,A152,1,A173,1,A191,A201,1,DatasetType.Deployment
A14,25,A33,A49,2868,A61,A73,2,A92,A101,2,A123,28,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,21,A33,A41,3793,A61,A74,2,A93,A101,2,A123,32,A143,A152,1,A172,0,A192,A201,1,DatasetType.Deployment
A12,21,A32,A43,3027,A62,A72,2,A94,A101,2,A123,26,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,12,A32,A46,1750,A61,A72,3,A92,A101,3,A122,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,14,A32,A40,1849,A61,A73,3,A93,A101,2,A123,29,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,12,A32,A48,2131,A65,A71,3,A93,A101,3,A122,33,A143,A152,1,A174,1,A192,A201,1,DatasetType.Deployment
A12,18,A34,A43,2135,A61,A73,3,A94,A101,2,A123,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,18,A30,A42,3037,A61,A72,1,A92,A101,3,A122,28,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,28,A32,A41,2774,A63,A73,3,A93,A101,3,A123,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A13,21,A32,A43,4021,A61,A74,3,A93,A101,2,A123,27,A141,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A49,2034,A62,A74,2,A93,A101,3,A121,34,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,17,A34,A42,2247,A61,A75,3,A93,A101,3,A123,36,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A12,15,A34,A43,3259,A61,A73,1,A92,A101,1,A121,26,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,21,A32,A40,2114,A61,A72,3,A93,A101,1,A122,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,24,A32,A42,3283,A64,A75,3,A92,A101,3,A122,43,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,17,A33,A42,1997,A64,A74,2,A92,A101,2,A122,30,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,15,A34,A40,2095,A63,A73,3,A93,A101,3,A121,36,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,12,A33,A40,2117,A61,A71,3,A93,A101,3,A122,38,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,15,A32,A43,3019,A61,A73,2,A93,A101,3,A123,40,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,21,A32,A40,3348,A61,A75,3,A92,A102,3,A124,45,A143,A153,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,14,A32,A40,2218,A62,A73,2,A93,A101,2,A121,32,A143,A151,1,A172,0,A191,A202,1,DatasetType.Deployment
A14,12,A32,A40,3232,A61,A73,2,A93,A103,2,A122,28,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,15,A34,A43,2467,A61,A75,2,A93,A101,2,A124,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,22,A30,A49,5550,A61,A75,2,A92,A101,3,A124,36,A143,A153,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,12,A34,A43,2131,A62,A73,1,A92,A101,1,A122,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,12,A32,A43,1711,A65,A75,3,A93,A101,3,A122,34,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,15,A34,A40,2558,A61,A73,2,A93,A101,2,A121,34,A143,A151,1,A172,1,A191,A202,1,DatasetType.Deployment
A11,21,A32,A42,2980,A65,A73,2,A94,A101,3,A123,25,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,27,A32,A42,5896,A62,A72,3,A93,A102,1,A124,29,A143,A151,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,21,A34,A42,2299,A61,A74,3,A93,A101,2,A122,35,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,18,A32,A43,2162,A61,A75,3,A94,A103,2,A121,31,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A13,12,A34,A40,2172,A62,A75,2,A91,A101,3,A123,29,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A11,21,A32,A40,3042,A61,A72,3,A92,A101,1,A122,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,27,A32,A41,4186,A61,A75,2,A93,A101,3,A124,36,A143,A153,1,A173,1,A191,A201,1,DatasetType.Deployment
A13,14,A32,A43,2077,A62,A75,2,A91,A101,3,A121,39,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,21,A34,A43,2121,A62,A72,3,A93,A101,3,A124,34,A141,A152,1,A173,1,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,2116,A61,A72,3,A92,A101,3,A122,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,14,A32,A40,2166,A65,A73,3,A93,A103,3,A122,28,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A13,17,A34,A41,2673,A63,A73,2,A93,A101,2,A123,33,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,17,A31,A40,4841,A62,A71,1,A93,A101,2,A122,32,A143,A152,1,A174,1,A192,A201,2,DatasetType.Deployment
A14,21,A32,A43,2216,A61,A73,3,A94,A101,2,A122,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,28,A32,A41,5680,A62,A75,3,A93,A101,2,A123,37,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,15,A32,A40,1900,A61,A74,3,A93,A101,2,A121,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,27,A32,A41,3796,A61,A73,2,A93,A101,2,A124,31,A143,A153,1,A174,0,A192,A201,1,DatasetType.Deployment
A13,17,A32,A49,2831,A61,A74,2,A93,A101,3,A122,28,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,15,A33,A43,1816,A61,A73,3,A94,A102,3,A121,25,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A32,A40,2622,A65,A72,3,A93,A101,1,A122,41,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,12,A34,A40,1828,A61,A74,3,A92,A101,2,A122,33,A143,A152,1,A173,0,A191,A202,1,DatasetType.Deployment
A11,12,A34,A40,2191,A61,A72,2,A93,A101,3,A121,35,A143,A152,1,A172,1,A191,A202,1,DatasetType.Deployment
A14,27,A34,A42,4975,A61,A72,2,A92,A101,3,A122,26,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,12,A32,A40,2115,A62,A75,2,A93,A101,2,A122,36,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,12,A34,A43,1872,A65,A75,3,A93,A101,3,A124,33,A143,A153,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A34,A45,4193,A61,A75,2,A93,A101,3,A124,36,A143,A153,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,18,A32,A43,3074,A61,A73,2,A92,A101,2,A121,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,33,A30,A42,4971,A61,A73,2,A93,A101,3,A124,41,A143,A153,1,A173,1,A191,A201,2,DatasetType.Deployment
A14,21,A32,A41,3218,A62,A74,2,A92,A101,3,A123,26,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,18,A32,A43,2071,A61,A73,3,A92,A103,3,A121,28,A143,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A12,22,A32,A41,5380,A61,A72,2,A93,A101,2,A123,30,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,17,A34,A46,2273,A62,A73,3,A92,A101,2,A123,30,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,11,A34,A43,2259,A61,A74,2,A93,A101,1,A121,36,A143,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A11,27,A32,A43,2645,A61,A73,3,A91,A101,3,A123,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,12,A32,A40,1853,A61,A72,2,A93,A101,3,A121,35,A143,A152,1,A172,1,A192,A201,1,DatasetType.Deployment
A12,27,A32,A46,2631,A61,A74,2,A93,A101,1,A123,31,A143,A152,1,A173,1,A191,A201,1,DatasetType.Deployment
A12,17,A32,A40,2804,A62,A73,2,A92,A101,3,A123,29,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,15,A33,A41,2259,A61,A73,3,A94,A101,3,A121,35,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A32,A43,2167,A62,A74,3,A94,A101,2,A122,28,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,21,A32,A43,3033,A65,A72,3,A93,A101,2,A123,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A13,20,A34,A46,2653,A61,A72,2,A91,A101,1,A123,31,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,12,A32,A40,2197,A65,A71,3,A92,A101,2,A122,51,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,18,A34,A42,3278,A61,A75,2,A92,A101,3,A122,33,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,33,A32,A40,5282,A61,A75,3,A93,A101,3,A124,36,A141,A153,1,A174,0,A191,A201,2,DatasetType.Deployment
A13,18,A32,A42,3006,A61,A72,1,A92,A101,1,A122,37,A142,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A43,2274,A61,A72,1,A94,A101,1,A121,26,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,21,A33,A40,2515,A61,A75,3,A93,A101,3,A124,44,A143,A153,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,24,A32,A42,4600,A65,A75,3,A93,A101,3,A122,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,18,A32,A42,2917,A61,A73,2,A93,A101,1,A121,32,A143,A152,1,A172,1,A191,A201,2,DatasetType.Deployment
A14,15,A34,A40,2140,A61,A75,3,A93,A101,3,A121,45,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,21,A33,A40,2177,A61,A71,3,A93,A101,2,A121,36,A143,A153,1,A173,1,A191,A201,2,DatasetType.Deployment
A14,21,A34,A40,2510,A61,A73,3,A92,A101,3,A123,33,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,21,A32,A43,2283,A61,A74,2,A93,A101,1,A123,31,A141,A152,1,A173,1,A191,A201,1,DatasetType.Deployment
A11,15,A31,A43,1836,A61,A73,3,A92,A101,3,A121,27,A141,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,33,A34,A41,5811,A65,A74,2,A93,A101,1,A124,32,A143,A153,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,15,A34,A45,2015,A65,A74,3,A92,A101,3,A121,26,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,12,A31,A43,2379,A63,A75,2,A93,A101,3,A122,37,A141,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A11,33,A32,A43,4913,A61,A74,1,A94,A103,1,A121,32,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,15,A34,A40,2497,A62,A72,3,A93,A101,1,A123,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,14,A32,A46,2113,A61,A74,3,A92,A101,3,A122,48,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,15,A32,A43,2176,A61,A72,2,A93,A101,1,A123,26,A142,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,18,A30,A40,2634,A62,A72,2,A92,A101,2,A123,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,20,A30,A40,3949,A65,A73,1,A92,A101,3,A122,29,A141,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,21,A31,A42,3249,A61,A74,2,A93,A101,3,A123,28,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,18,A34,A42,2465,A61,A72,2,A93,A101,2,A121,30,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A41,2965,A65,A75,3,A93,A101,3,A124,39,A141,A153,1,A173,1,A192,A201,1,DatasetType.Deployment
A11,21,A31,A43,2280,A61,A74,3,A93,A103,3,A123,27,A141,A151,1,A172,0,A191,A201,2,DatasetType.Deployment
A13,12,A33,A43,1863,A61,A72,2,A92,A101,1,A122,29,A141,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,27,A32,A40,7516,A65,A73,1,A93,A101,3,A124,33,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,21,A33,A49,3809,A65,A73,3,A93,A101,2,A122,33,A141,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,21,A33,A43,2284,A62,A74,2,A92,A101,2,A122,26,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,15,A32,A40,2196,A61,A74,2,A91,A101,2,A123,33,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,21,A34,A43,2778,A64,A75,2,A93,A101,2,A123,32,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,33,A32,A43,3455,A65,A74,3,A93,A101,1,A123,35,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A11,33,A32,A43,4797,A61,A73,2,A92,A101,2,A123,30,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,21,A32,A42,3095,A61,A72,3,A92,A101,3,A121,26,A143,A151,1,A172,0,A192,A201,2,DatasetType.Deployment
A14,24,A34,A43,4408,A61,A74,2,A93,A102,2,A123,34,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A32,A41,4157,A65,A71,2,A92,A101,3,A122,28,A143,A151,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,17,A32,A49,1923,A61,A73,3,A92,A101,3,A122,26,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,14,A32,A43,2056,A61,A75,3,A93,A101,3,A123,28,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,17,A34,A42,2880,A61,A74,2,A92,A102,2,A123,27,A141,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,15,A32,A43,2948,A61,A74,2,A92,A101,1,A121,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A34,A46,2464,A65,A73,2,A92,A101,2,A123,31,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,27,A34,A40,2895,A61,A72,3,A91,A101,3,A123,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,21,A32,A48,1986,A61,A72,3,A94,A101,2,A123,28,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,18,A34,A40,2044,A61,A75,2,A93,A103,2,A121,30,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,15,A34,A40,3042,A61,A72,1,A93,A101,2,A121,39,A141,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A14,14,A32,A42,2204,A61,A73,3,A92,A101,2,A121,28,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,27,A32,A45,2685,A61,A72,3,A93,A101,1,A124,31,A143,A151,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,15,A32,A40,2564,A65,A75,3,A92,A101,3,A124,40,A143,A153,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,18,A32,A42,2518,A61,A73,1,A92,A101,3,A121,25,A141,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,14,A34,A40,2885,A61,A73,2,A93,A101,2,A121,33,A143,A151,1,A173,1,A191,A201,1,DatasetType.Deployment
A11,15,A32,A42,2156,A61,A73,3,A93,A103,1,A122,25,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,18,A32,A44,2121,A61,A73,3,A94,A101,2,A121,38,A143,A152,1,A172,0,A192,A201,2,DatasetType.Deployment
A11,15,A34,A42,2618,A61,A75,2,A93,A101,2,A122,44,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A34,A43,1720,A61,A74,3,A92,A101,2,A121,43,A143,A152,2,A172,0,A192,A201,1,DatasetType.Deployment
A12,21,A33,A40,2482,A65,A73,3,A92,A101,3,A123,36,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,20,A32,A49,2293,A64,A75,3,A92,A101,3,A121,33,A141,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,21,A32,A40,2846,A61,A73,2,A92,A101,3,A122,25,A143,A151,1,A172,0,A192,A201,2,DatasetType.Deployment
A11,21,A31,A410,2189,A65,A75,3,A93,A101,2,A123,35,A142,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,12,A31,A40,1983,A62,A72,1,A92,A101,1,A122,31,A142,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,2230,A61,A74,3,A92,A101,3,A123,26,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A30,A49,3581,A61,A73,1,A93,A101,3,A121,33,A143,A152,2,A172,0,A192,A201,2,DatasetType.Deployment
A14,18,A34,A40,2874,A61,A74,2,A93,A101,2,A122,30,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,21,A33,A49,3399,A61,A73,1,A93,A101,2,A124,31,A143,A153,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,13,A32,A43,2658,A61,A72,1,A92,A103,1,A121,37,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,14,A32,A42,1977,A61,A73,3,A92,A101,1,A122,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A31,A46,2421,A61,A74,3,A92,A101,3,A124,32,A141,A153,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,27,A32,A42,3151,A61,A73,3,A92,A101,2,A123,29,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A13,14,A32,A42,2149,A61,A72,3,A92,A101,2,A122,26,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,21,A31,A42,2899,A63,A73,3,A93,A101,3,A121,26,A142,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,21,A34,A49,3719,A61,A73,2,A93,A101,2,A121,51,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,27,A32,A43,2823,A62,A73,3,A92,A102,3,A124,39,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,18,A32,A43,2524,A61,A72,3,A93,A101,1,A121,31,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,17,A32,A41,2161,A65,A75,3,A93,A101,3,A124,37,A141,A153,1,A173,1,A191,A201,1,DatasetType.Deployment
A11,15,A32,A44,1891,A62,A71,3,A92,A101,2,A122,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,14,A32,A40,2132,A62,A75,1,A92,A101,3,A124,38,A143,A153,1,A172,1,A191,A201,2,DatasetType.Deployment
A11,20,A32,A43,3155,A64,A72,3,A92,A101,2,A123,29,A141,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,21,A31,A41,3287,A61,A73,1,A92,A103,3,A123,26,A141,A151,1,A173,0,A191,A202,1,DatasetType.Deployment
A14,18,A33,A42,2407,A61,A74,3,A92,A101,1,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,33,A30,A49,7426,A65,A73,2,A93,A101,2,A123,38,A141,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,38,A33,A43,5955,A65,A73,2,A93,A101,2,A124,28,A143,A153,1,A174,0,A191,A201,1,DatasetType.Deployment
A11,12,A34,A40,3309,A61,A73,1,A93,A101,2,A121,33,A143,A151,2,A173,1,A191,A201,1,DatasetType.Deployment
A12,24,A32,A42,3195,A62,A73,2,A92,A102,3,A123,25,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
