age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
,technician,single,,,2893.0,,no,,3.0,,250.0,,-1,,,no
,retired,,,no,230.0,no,,,30.0,oct,144.0,1.0,-1,0.0,unknown,yes
37.0,management,,,no,,yes,no,cellular,14.0,,,1.0,-1,0.0,,no
36.0,services,married,,no,179.0,,,unknown,,jun,411.0,1.0,-1,0.0,,no
35.0,self-employed,,,no,980.0,,no,cellular,2.0,aug,428.0,2.0,336,6.0,failure,no
33.0,admin.,,,,79.0,yes,no,cellular,,,249.0,2.0,335,,,yes
,admin.,,,,,,,cellular,19.0,,235.0,,-1,,,no
,management,,,no,808.0,no,no,cellular,18.0,sep,267.0,,114,2.0,failure,yes
69.0,retired,married,secondary,no,745.0,no,no,telephone,,,595.0,1.0,-1,0.0,unknown,no
,student,,,no,,,,,20.0,jun,28.0,,-1,,unknown,no
48.0,management,,secondary,no,290.0,yes,no,cellular,21.0,,257.0,,-1,0.0,,no
35.0,blue-collar,divorced,,no,1792.0,,,cellular,31.0,jul,630.0,6.0,-1,0.0,,yes
,blue-collar,,,,,,,unknown,,,,5.0,-1,0.0,,no
59.0,management,,tertiary,no,0.0,,no,,,aug,87.0,4.0,-1,0.0,,no
32.0,management,single,,no,,no,,,29.0,may,187.0,3.0,-1,,unknown,no
28.0,blue-collar,single,,no,416.0,,no,,13.0,,452.0,,-1,,,no
60.0,blue-collar,married,primary,,1472.0,no,no,unknown,20.0,,36.0,4.0,-1,0.0,unknown,no
,management,married,primary,no,3953.0,yes,no,cellular,19.0,nov,277.0,1.0,-1,0.0,unknown,no
32.0,management,single,,no,112.0,yes,,,5.0,,,1.0,-1,,,no
,management,,tertiary,,13204.0,,yes,cellular,20.0,,,2.0,-1,0.0,unknown,no
58.0,blue-collar,married,secondary,no,,no,,cellular,14.0,apr,101.0,,-1,,unknown,no
,management,married,,no,,yes,,cellular,2.0,,282.0,,385,1.0,,yes
31.0,management,married,tertiary,,22546.0,yes,no,,,may,,6.0,267,,failure,no
33.0,admin.,married,secondary,no,,,,,,,1448.0,,-1,0.0,,yes
,unemployed,divorced,primary,no,23.0,,,cellular,21.0,,,,-1,0.0,,no
,blue-collar,married,,no,228.0,yes,,,11.0,may,,8.0,342,,failure,no
37.0,self-employed,married,,no,,,,unknown,6.0,jun,,1.0,-1,0.0,unknown,no
,blue-collar,,,no,,yes,,unknown,20.0,,91.0,6.0,-1,,unknown,no
,management,,secondary,,293.0,,no,unknown,21.0,may,162.0,,-1,,,no
,blue-collar,,secondary,no,0.0,,,unknown,21.0,may,,1.0,-1,0.0,unknown,no
49.0,entrepreneur,married,primary,no,199.0,no,no,unknown,13.0,,,2.0,-1,0.0,,no
53.0,admin.,married,,,459.0,,no,,,apr,558.0,,-1,,unknown,yes
,unemployed,married,,no,8131.0,,no,unknown,30.0,may,69.0,1.0,-1,0.0,,no
40.0,services,married,secondary,,-378.0,yes,,cellular,13.0,may,,,295,,failure,no
,blue-collar,,,,395.0,no,,cellular,21.0,,429.0,,-1,,unknown,no
,technician,divorced,secondary,,10787.0,,,unknown,4.0,,,2.0,-1,0.0,unknown,no
55.0,admin.,,,,,yes,,cellular,,,,1.0,111,,failure,no
36.0,management,,,no,340.0,yes,,,20.0,,68.0,2.0,-1,0.0,unknown,no
31.0,blue-collar,,,,,no,no,cellular,7.0,,529.0,2.0,-1,0.0,unknown,no
26.0,management,,tertiary,no,265.0,no,no,,30.0,jan,650.0,2.0,-1,0.0,unknown,no
31.0,admin.,married,,no,389.0,,no,,7.0,dec,69.0,,185,,failure,no
,admin.,married,secondary,no,0.0,,yes,cellular,,jul,71.0,7.0,-1,0.0,,no
,management,married,tertiary,,,yes,no,cellular,12.0,may,30.0,7.0,-1,0.0,unknown,no
,management,,tertiary,no,,,no,cellular,,jul,9.0,,-1,0.0,unknown,no
61.0,management,,secondary,no,,no,no,cellular,12.0,,,2.0,-1,,unknown,no
49.0,blue-collar,married,primary,no,,,no,,12.0,,66.0,,-1,0.0,unknown,no
51.0,technician,,secondary,no,500.0,yes,,cellular,20.0,nov,,,-1,0.0,unknown,no
,blue-collar,,,no,25.0,,no,unknown,6.0,may,266.0,3.0,-1,,,no
35.0,management,married,,,365.0,no,no,,21.0,,,2.0,-1,0.0,unknown,no
25.0,unemployed,single,secondary,no,34.0,no,yes,unknown,,,316.0,,-1,0.0,unknown,no
79.0,retired,,primary,no,429.0,no,no,telephone,8.0,jul,1006.0,2.0,-1,0.0,unknown,yes
,technician,married,,,,,no,cellular,19.0,,77.0,1.0,-1,,unknown,no
,student,single,,no,6.0,no,no,unknown,,may,622.0,1.0,-1,,,no
33.0,blue-collar,married,secondary,no,467.0,yes,,,,may,494.0,2.0,-1,,unknown,no
40.0,self-employed,,,no,1876.0,no,yes,unknown,,jun,269.0,,-1,0.0,unknown,no
,entrepreneur,married,,no,,yes,no,,9.0,,,,321,6.0,failure,no
52.0,unknown,married,,,247.0,no,no,cellular,29.0,,268.0,6.0,-1,0.0,unknown,no
,admin.,married,secondary,no,897.0,,no,cellular,,,,1.0,-1,0.0,,yes
57.0,services,divorced,,,,,no,cellular,21.0,,22.0,4.0,114,1.0,failure,no
51.0,self-employed,,secondary,no,,yes,no,unknown,3.0,,51.0,2.0,-1,,unknown,no
,student,single,tertiary,no,64.0,no,,,15.0,,208.0,1.0,105,2.0,success,no
,unemployed,married,tertiary,no,,yes,no,,,nov,77.0,3.0,185,7.0,failure,no
32.0,management,,,no,,,yes,,11.0,jun,450.0,,-1,0.0,,no
28.0,admin.,,,no,14.0,no,,,1.0,jun,201.0,,-1,,,no
33.0,blue-collar,married,secondary,no,26.0,yes,,cellular,,apr,,,332,1.0,other,no
50.0,blue-collar,,unknown,,,no,no,cellular,20.0,aug,181.0,2.0,-1,0.0,unknown,no
42.0,blue-collar,single,secondary,,,yes,,cellular,13.0,may,294.0,1.0,-1,0.0,unknown,no
,admin.,married,,,2033.0,,,cellular,,nov,123.0,,186,4.0,,no
34.0,unemployed,,secondary,no,0.0,,no,cellular,,may,,1.0,-1,,,no
56.0,admin.,divorced,unknown,no,789.0,yes,no,cellular,8.0,,1022.0,1.0,360,2.0,failure,no
33.0,blue-collar,,secondary,,,yes,no,,,,123.0,1.0,360,,,no
34.0,admin.,,,no,645.0,yes,no,unknown,,may,,1.0,-1,0.0,,no
37.0,blue-collar,married,unknown,,897.0,,no,cellular,,apr,,2.0,280,2.0,,no
,blue-collar,married,,no,103.0,yes,,,12.0,may,153.0,1.0,-1,,,no
,admin.,single,secondary,no,847.0,yes,no,,,may,85.0,2.0,-1,,,no
,unknown,single,,,,,no,,11.0,sep,260.0,,95,3.0,success,yes
,blue-collar,,secondary,,517.0,yes,,unknown,5.0,,,,-1,0.0,,no
52.0,technician,single,tertiary,no,1308.0,,,unknown,,,361.0,,-1,,unknown,no
49.0,services,,secondary,,66.0,yes,,,21.0,,59.0,4.0,-1,0.0,,no
46.0,management,,secondary,,361.0,yes,no,,19.0,,86.0,,-1,0.0,unknown,no
42.0,entrepreneur,married,primary,yes,,yes,yes,,6.0,feb,139.0,,-1,0.0,unknown,no
36.0,blue-collar,,,no,70.0,yes,,unknown,,,,,-1,,unknown,no
32.0,services,married,secondary,,,,no,,,may,45.0,,-1,0.0,unknown,no
49.0,technician,married,,no,279.0,yes,,,19.0,may,168.0,4.0,-1,,unknown,no
46.0,services,married,secondary,,4.0,,,,30.0,apr,268.0,,261,5.0,,yes
40.0,entrepreneur,,,no,1416.0,yes,no,,,,210.0,2.0,-1,,unknown,no
,admin.,,,,465.0,yes,no,unknown,,may,,1.0,-1,0.0,unknown,no
,admin.,,secondary,,998.0,yes,,unknown,14.0,,,,-1,0.0,,no
34.0,technician,,secondary,,550.0,no,yes,cellular,,jul,,1.0,-1,0.0,,no
46.0,management,married,,,1285.0,yes,no,unknown,27.0,,89.0,,-1,0.0,unknown,no
,services,married,,,4908.0,,yes,,,may,491.0,2.0,-1,,,no
32.0,unemployed,single,,no,,yes,no,,8.0,,139.0,1.0,-1,,,no
32.0,management,single,tertiary,,131.0,no,no,,3.0,jun,267.0,3.0,-1,0.0,,no
43.0,management,,tertiary,,348.0,,yes,,15.0,jul,88.0,,-1,0.0,,no
25.0,self-employed,,,no,453.0,yes,no,,,,,1.0,-1,0.0,,no
,admin.,married,,no,1102.0,yes,no,unknown,,,126.0,2.0,-1,0.0,,no
24.0,admin.,single,,no,926.0,,,cellular,15.0,,191.0,1.0,-1,0.0,,no
40.0,management,,,,502.0,,,cellular,,feb,,,270,,other,no
38.0,management,single,,,,,no,telephone,,apr,5.0,,150,6.0,failure,no
,blue-collar,single,,no,316.0,no,,,,jun,,2.0,-1,0.0,unknown,no
,management,,tertiary,no,9324.0,,no,,30.0,mar,138.0,,-1,0.0,unknown,no
,management,married,tertiary,no,0.0,no,no,cellular,19.0,aug,188.0,4.0,-1,,,no
45.0,admin.,,secondary,,,yes,yes,cellular,15.0,may,,2.0,352,2.0,,no
33.0,self-employed,,tertiary,no,61.0,,no,,,aug,836.0,,-1,0.0,unknown,yes
,technician,single,secondary,,,,,cellular,29.0,,,4.0,-1,0.0,unknown,no
,services,,secondary,yes,,,,cellular,,may,44.0,2.0,-1,,unknown,no
30.0,management,single,tertiary,no,,no,yes,cellular,31.0,,,17.0,-1,0.0,,no
55.0,services,divorced,,no,1983.0,yes,no,telephone,19.0,nov,123.0,1.0,-1,0.0,,no
34.0,blue-collar,married,,,326.0,,yes,unknown,,may,150.0,,-1,0.0,unknown,no
,admin.,married,secondary,no,2552.0,no,,cellular,,jan,,,2,4.0,other,no
36.0,management,single,,no,,,no,cellular,18.0,aug,92.0,5.0,-1,0.0,unknown,no
,housemaid,,primary,no,2179.0,,,cellular,4.0,,,,-1,0.0,unknown,no
39.0,self-employed,married,,,1047.0,,no,unknown,6.0,,554.0,1.0,-1,0.0,unknown,yes
,blue-collar,married,primary,no,36.0,no,no,,13.0,,,2.0,-1,0.0,,no
55.0,technician,married,secondary,,,,no,cellular,2.0,,,,-1,,,yes
26.0,management,single,tertiary,no,1177.0,no,no,,,oct,,1.0,-1,0.0,unknown,no
,self-employed,,,no,,yes,,cellular,,,363.0,1.0,173,,other,no
,entrepreneur,married,secondary,,,no,no,,7.0,,,,-1,0.0,unknown,no
29.0,self-employed,,,no,1.0,no,,cellular,18.0,,167.0,,-1,0.0,unknown,no
41.0,blue-collar,,primary,,,,no,cellular,,,220.0,,190,1.0,,no
30.0,technician,single,tertiary,,,yes,no,,,,546.0,,-1,,unknown,no
,student,single,,no,153.0,no,no,cellular,23.0,,,2.0,-1,,,yes
26.0,blue-collar,,secondary,,2770.0,yes,no,,8.0,may,,1.0,-1,0.0,unknown,no
,management,,secondary,no,139.0,no,,,,may,188.0,1.0,161,,other,no
,management,single,tertiary,no,21.0,yes,no,,,,107.0,4.0,371,3.0,failure,no
48.0,technician,married,secondary,no,178.0,yes,no,unknown,,,,,-1,,unknown,no
,blue-collar,married,secondary,no,444.0,,no,,15.0,,244.0,3.0,-1,0.0,,no
26.0,services,single,,no,209.0,yes,,cellular,22.0,,319.0,,-1,0.0,unknown,no
49.0,blue-collar,married,,no,3096.0,no,no,unknown,16.0,,147.0,2.0,-1,0.0,unknown,no
34.0,admin.,,,,,,,cellular,,,114.0,6.0,467,5.0,,no
32.0,services,married,secondary,no,4885.0,,,cellular,,,400.0,2.0,-1,,,no
31.0,admin.,married,,no,0.0,yes,yes,cellular,18.0,,79.0,3.0,-1,0.0,unknown,no
48.0,unemployed,married,primary,no,5462.0,no,no,,6.0,,29.0,4.0,-1,,unknown,no
40.0,blue-collar,,secondary,no,6767.0,,no,cellular,20.0,,97.0,,-1,0.0,unknown,no
42.0,technician,,,,2974.0,yes,no,unknown,21.0,,,,-1,0.0,unknown,no
48.0,technician,,secondary,no,427.0,no,no,unknown,14.0,,,1.0,-1,0.0,unknown,no
38.0,services,married,,no,,no,no,,,,,1.0,75,1.0,,no
,management,married,,no,,no,,,,,150.0,,-1,0.0,,no
,retired,divorced,secondary,no,319.0,,no,cellular,24.0,jul,129.0,1.0,-1,,,no
,unemployed,single,secondary,no,304.0,no,,cellular,14.0,,516.0,1.0,-1,,,no
41.0,blue-collar,,primary,no,389.0,yes,no,unknown,16.0,jun,,,-1,0.0,,no
50.0,management,single,primary,no,766.0,no,no,,17.0,,174.0,,-1,,unknown,no
31.0,admin.,married,secondary,no,0.0,,,cellular,29.0,jul,82.0,,-1,,,no
30.0,technician,single,,,,yes,no,,3.0,,,2.0,-1,,unknown,no
59.0,admin.,divorced,secondary,no,174.0,yes,no,unknown,,may,204.0,,-1,,,no
33.0,technician,,secondary,,-305.0,no,,,9.0,may,109.0,1.0,-1,,unknown,no
,self-employed,married,secondary,no,,,,cellular,9.0,jul,,1.0,-1,,,no
30.0,management,,,no,,yes,,unknown,27.0,,152.0,,-1,0.0,unknown,no
,retired,married,secondary,,,no,,,17.0,feb,185.0,,-1,,unknown,yes
,services,,primary,no,79.0,,,,15.0,,317.0,1.0,-1,0.0,unknown,no
24.0,services,married,secondary,yes,,yes,no,unknown,23.0,may,,1.0,-1,0.0,unknown,no
34.0,technician,single,secondary,no,5039.0,,no,,,nov,,6.0,-1,0.0,unknown,no
,blue-collar,,,no,360.0,,,telephone,,nov,,,182,2.0,failure,no
52.0,admin.,married,,no,199.0,no,,,28.0,jan,,2.0,189,1.0,other,no
,self-employed,single,,,,yes,yes,cellular,,feb,45.0,5.0,-1,0.0,unknown,no
,blue-collar,,,,,yes,,,17.0,,145.0,6.0,-1,0.0,,no
41.0,admin.,divorced,secondary,no,1088.0,,no,cellular,,jan,138.0,,-1,,unknown,no
42.0,management,,,,221.0,yes,no,unknown,,may,720.0,2.0,-1,0.0,unknown,no
38.0,blue-collar,divorced,,no,889.0,no,,,,,362.0,,-1,0.0,,no
,blue-collar,,,,750.0,yes,no,,18.0,,90.0,6.0,-1,0.0,,no
34.0,technician,single,secondary,no,0.0,,yes,unknown,16.0,may,,1.0,-1,0.0,,no
46.0,blue-collar,married,,,1291.0,yes,no,cellular,14.0,,142.0,3.0,259,17.0,failure,no
,technician,,,,1844.0,yes,,,29.0,may,241.0,3.0,-1,0.0,,no
40.0,management,,tertiary,no,89.0,,yes,telephone,9.0,feb,,6.0,-1,0.0,unknown,no
,admin.,,,,4280.0,no,no,unknown,19.0,jun,,6.0,-1,,,no
32.0,technician,single,secondary,no,0.0,no,no,cellular,21.0,aug,126.0,2.0,-1,,,no
33.0,blue-collar,,secondary,,625.0,yes,no,,28.0,,410.0,1.0,-1,0.0,unknown,no
55.0,technician,,unknown,no,,,no,cellular,29.0,,243.0,,-1,,unknown,no
,management,married,primary,no,320.0,,no,,,may,171.0,,-1,0.0,unknown,no
25.0,technician,single,tertiary,no,468.0,yes,,,15.0,may,147.0,1.0,-1,0.0,,no
47.0,services,married,,no,,yes,,,12.0,,91.0,,-1,0.0,unknown,no
,unemployed,married,,no,,yes,no,,19.0,,332.0,1.0,183,,failure,no
59.0,retired,,secondary,no,,,no,,25.0,,471.0,,-1,0.0,,no
40.0,management,,tertiary,,7780.0,,no,telephone,,may,364.0,1.0,355,1.0,other,no
,management,,secondary,,,,,cellular,7.0,may,,1.0,167,,,no
25.0,entrepreneur,single,tertiary,no,16874.0,,yes,,15.0,may,117.0,,-1,0.0,unknown,no
,retired,,,no,1987.0,no,,,14.0,,,4.0,-1,,unknown,no
39.0,entrepreneur,married,unknown,no,98.0,yes,no,telephone,,may,,,367,1.0,other,no
,self-employed,married,tertiary,no,642.0,no,no,cellular,18.0,nov,147.0,3.0,-1,0.0,unknown,no
38.0,blue-collar,married,secondary,no,,yes,,,23.0,may,553.0,,-1,,unknown,no
66.0,management,single,tertiary,,,no,,cellular,13.0,aug,275.0,,-1,0.0,unknown,no
,management,,tertiary,no,2306.0,no,,telephone,6.0,aug,,4.0,-1,0.0,unknown,yes
37.0,blue-collar,,,no,954.0,yes,,unknown,2.0,jun,,,-1,,unknown,no
36.0,management,single,,,-679.0,,yes,,,,,1.0,93,1.0,failure,no
50.0,blue-collar,,primary,no,-1.0,,no,,19.0,aug,195.0,2.0,-1,0.0,unknown,no
76.0,retired,married,primary,no,2590.0,no,,telephone,,feb,,12.0,-1,0.0,,no
58.0,management,single,tertiary,,,no,,cellular,,,82.0,3.0,-1,0.0,,no
,admin.,,,no,4209.0,,,,,,57.0,6.0,-1,,unknown,no
,services,divorced,secondary,no,462.0,no,no,cellular,,,495.0,,93,1.0,success,yes
,self-employed,single,tertiary,,,yes,,,,,479.0,1.0,-1,,unknown,no
,technician,,,no,,,,,,aug,,2.0,-1,,,no
,management,,,,,,no,cellular,19.0,,82.0,4.0,-1,,unknown,no
,management,divorced,,no,883.0,yes,no,,10.0,dec,798.0,,185,,other,yes
27.0,services,,secondary,,266.0,no,yes,,,,232.0,,-1,0.0,unknown,no
48.0,management,,,no,0.0,no,,cellular,,,60.0,,-1,0.0,unknown,no
36.0,technician,married,tertiary,,491.0,yes,no,,8.0,may,103.0,3.0,-1,0.0,,no
54.0,management,,tertiary,no,3.0,no,yes,,,,,1.0,-1,,unknown,no
36.0,blue-collar,,,,,yes,,unknown,,may,400.0,,-1,,unknown,no
,housemaid,married,secondary,no,,,,,,jun,132.0,1.0,-1,0.0,unknown,no
34.0,technician,divorced,secondary,no,0.0,,,,18.0,aug,374.0,16.0,-1,,unknown,no
43.0,technician,married,,no,136.0,no,no,cellular,,,363.0,,-1,,,yes
32.0,management,single,tertiary,no,28.0,,no,cellular,8.0,aug,111.0,2.0,-1,0.0,unknown,no
33.0,management,single,tertiary,no,335.0,no,no,cellular,29.0,aug,,4.0,-1,,,no
,housemaid,,unknown,no,,no,,,29.0,,308.0,3.0,-1,,unknown,no
39.0,unemployed,married,secondary,,270.0,,no,unknown,3.0,,116.0,1.0,-1,,unknown,no
44.0,management,single,tertiary,no,1206.0,no,,,9.0,,160.0,2.0,-1,0.0,unknown,no
49.0,housemaid,,,no,,,no,,13.0,,,3.0,-1,0.0,,no
25.0,technician,married,tertiary,no,914.0,yes,no,cellular,,,185.0,,-1,,unknown,no
39.0,self-employed,,secondary,no,31.0,,no,cellular,20.0,,61.0,2.0,181,,failure,no
54.0,technician,married,secondary,no,,no,no,telephone,,aug,159.0,2.0,106,,,no
32.0,management,single,,,347.0,yes,,cellular,18.0,may,213.0,1.0,264,,failure,no
36.0,management,married,tertiary,no,860.0,,no,,20.0,,294.0,,-1,,unknown,no
,technician,married,secondary,no,,,,cellular,10.0,jul,,3.0,-1,,,no
31.0,technician,married,secondary,no,0.0,,,cellular,,jan,71.0,1.0,223,9.0,,no
45.0,services,,secondary,no,0.0,no,,cellular,8.0,jul,47.0,7.0,-1,,,no
31.0,admin.,single,secondary,no,,,no,,,apr,570.0,,-1,0.0,,no
45.0,technician,married,secondary,no,-149.0,yes,no,,,jul,,,-1,0.0,,no
33.0,services,divorced,secondary,,,yes,,cellular,23.0,oct,,1.0,161,1.0,failure,yes
,management,divorced,,no,225.0,yes,no,,14.0,,201.0,,345,1.0,other,no
43.0,unknown,single,tertiary,no,,no,no,cellular,,nov,11.0,,-1,0.0,unknown,no
50.0,management,,,,112.0,,,cellular,,,70.0,5.0,85,,other,no
44.0,management,divorced,tertiary,no,0.0,no,no,,,aug,,2.0,-1,0.0,unknown,no
42.0,services,,,,3620.0,,,unknown,27.0,may,22.0,16.0,-1,0.0,,no
26.0,blue-collar,single,secondary,no,,no,no,cellular,30.0,jul,,3.0,-1,0.0,,no
47.0,admin.,single,,,,yes,,,6.0,apr,,,312,,,no
48.0,blue-collar,,,no,199.0,no,no,telephone,,aug,29.0,2.0,-1,,,no
,blue-collar,married,unknown,no,231.0,,no,,,may,57.0,2.0,-1,0.0,unknown,no
27.0,admin.,,,no,76.0,yes,no,,4.0,jun,236.0,1.0,-1,0.0,,no
,unemployed,,,no,302.0,,no,cellular,11.0,feb,,3.0,-1,0.0,unknown,yes
,admin.,single,,no,,yes,no,cellular,31.0,jul,68.0,2.0,-1,,unknown,no
,retired,married,primary,no,565.0,no,no,,7.0,,876.0,,-1,0.0,unknown,yes
37.0,entrepreneur,married,tertiary,no,310.0,,no,cellular,1.0,sep,76.0,1.0,-1,0.0,,no
36.0,services,married,,no,1746.0,,,unknown,,may,99.0,1.0,-1,,unknown,no
39.0,technician,married,,no,6.0,,,cellular,,,122.0,3.0,357,,failure,no
52.0,unemployed,,,no,-110.0,no,yes,cellular,29.0,,141.0,1.0,-1,0.0,,no
55.0,retired,married,,,2749.0,yes,,unknown,,may,58.0,2.0,-1,,,no
30.0,management,single,,no,6495.0,,no,cellular,30.0,mar,,,-1,0.0,unknown,no
36.0,blue-collar,single,,no,35.0,,,,3.0,jun,,,-1,0.0,unknown,no
39.0,admin.,married,secondary,no,-650.0,,,,,may,123.0,2.0,364,1.0,,no
47.0,blue-collar,,,,,,,,,jul,,,-1,0.0,unknown,no
,housemaid,,primary,,,,,unknown,15.0,may,54.0,2.0,-1,0.0,unknown,no
,management,,secondary,,2416.0,yes,no,unknown,,,138.0,4.0,-1,0.0,unknown,no
58.0,retired,,,no,,no,no,cellular,29.0,jul,336.0,,-1,0.0,,no
68.0,retired,,,no,19317.0,,no,cellular,4.0,,249.0,,-1,,unknown,yes
43.0,technician,married,secondary,no,50.0,no,,unknown,28.0,,63.0,,-1,,,no
,blue-collar,,secondary,,-674.0,,no,unknown,5.0,,257.0,1.0,-1,,unknown,no
,technician,,tertiary,no,,,,cellular,,aug,875.0,2.0,-1,0.0,unknown,yes
,retired,married,,no,1180.0,yes,yes,unknown,14.0,may,,,-1,0.0,,no
,self-employed,,,no,6610.0,no,no,cellular,24.0,,481.0,,-1,0.0,unknown,yes
36.0,admin.,single,secondary,,,yes,no,cellular,,may,120.0,,-1,,,no
31.0,blue-collar,married,secondary,no,,yes,yes,,13.0,may,207.0,,-1,,unknown,no
,technician,married,tertiary,no,1315.0,no,no,,5.0,,,2.0,-1,0.0,unknown,no
31.0,technician,,tertiary,no,424.0,,,cellular,21.0,aug,,2.0,-1,0.0,unknown,no
56.0,blue-collar,married,primary,no,151.0,,no,,,feb,,1.0,-1,0.0,unknown,no
30.0,technician,,tertiary,no,-970.0,no,yes,cellular,21.0,aug,,,-1,,unknown,no
38.0,services,married,secondary,no,-762.0,yes,yes,,30.0,may,,,-1,0.0,unknown,no
35.0,services,,,,181.0,,no,cellular,,jul,5.0,,-1,,,no
31.0,blue-collar,,unknown,no,-120.0,,,,,jul,231.0,,-1,,unknown,no
,admin.,divorced,,no,,yes,,unknown,20.0,,,3.0,-1,0.0,,no
50.0,management,,,,,yes,no,cellular,,,218.0,3.0,161,9.0,other,no
39.0,technician,,tertiary,,209.0,no,no,unknown,,jul,,,-1,,,no
26.0,admin.,married,secondary,no,2469.0,no,,cellular,16.0,,,8.0,-1,0.0,,no
55.0,technician,married,secondary,no,,no,,,,nov,336.0,,-1,0.0,,no
43.0,blue-collar,divorced,,no,,no,,cellular,,,,1.0,-1,,,no
34.0,housemaid,married,tertiary,no,,no,,cellular,26.0,,,,188,1.0,failure,no
,self-employed,married,,no,,yes,,,17.0,jun,65.0,,-1,0.0,unknown,no
,management,,,,1384.0,,,cellular,30.0,jan,,,2,3.0,,no
,management,married,tertiary,no,0.0,no,no,cellular,26.0,aug,104.0,9.0,-1,0.0,unknown,no
,technician,,,,719.0,yes,,unknown,,may,230.0,1.0,-1,,,no
,management,divorced,tertiary,no,,,no,cellular,,aug,71.0,,-1,0.0,unknown,no
,entrepreneur,,,no,6704.0,yes,no,unknown,,,205.0,2.0,-1,0.0,unknown,no
,self-employed,married,,no,4543.0,,no,,,may,162.0,1.0,-1,0.0,unknown,no
36.0,management,married,tertiary,,0.0,,no,unknown,27.0,may,,2.0,-1,0.0,unknown,no
,management,,,no,,yes,,,3.0,jun,,2.0,-1,0.0,unknown,no
,blue-collar,married,secondary,,,yes,no,,6.0,may,,,355,,,no
,entrepreneur,married,secondary,,-118.0,yes,,,,may,,3.0,-1,0.0,,no
43.0,blue-collar,,secondary,,2160.0,,,,,sep,,1.0,98,,success,yes
38.0,management,,tertiary,no,3452.0,no,no,cellular,13.0,aug,132.0,2.0,-1,,unknown,no
,technician,,secondary,,842.0,no,,cellular,,jul,273.0,,91,1.0,other,no
38.0,management,married,,,3576.0,no,no,cellular,25.0,nov,,2.0,183,1.0,success,yes
,unemployed,married,tertiary,,1666.0,,,,9.0,,,3.0,-1,0.0,unknown,no
,technician,married,secondary,no,0.0,yes,no,cellular,,jul,83.0,,-1,0.0,unknown,no
39.0,services,,,no,0.0,yes,no,,20.0,may,793.0,2.0,-1,0.0,unknown,no
,blue-collar,,primary,,1628.0,,no,cellular,5.0,feb,119.0,1.0,195,8.0,success,no
47.0,services,married,,,,yes,,,16.0,may,312.0,,-1,0.0,unknown,no
,blue-collar,single,secondary,,447.0,no,,,14.0,,103.0,6.0,-1,,,no
34.0,admin.,married,,,396.0,yes,,cellular,16.0,,,,-1,0.0,unknown,no
45.0,housemaid,,,no,4994.0,,,unknown,20.0,jun,48.0,1.0,-1,0.0,unknown,no
43.0,admin.,,,,3215.0,yes,no,,21.0,jul,,3.0,-1,0.0,unknown,no
,blue-collar,,,no,,no,no,unknown,,,,3.0,-1,,,no
50.0,technician,,secondary,,0.0,no,,cellular,7.0,jul,,2.0,-1,0.0,,no
39.0,blue-collar,married,secondary,,293.0,yes,,unknown,23.0,,160.0,3.0,-1,,unknown,no
36.0,technician,married,secondary,no,474.0,,no,unknown,,may,59.0,1.0,-1,0.0,,no
44.0,blue-collar,married,secondary,no,16178.0,yes,no,cellular,21.0,nov,297.0,,-1,0.0,unknown,no
36.0,technician,married,tertiary,,0.0,,no,,22.0,aug,147.0,2.0,-1,,unknown,no
,management,,,,88.0,,no,cellular,4.0,may,143.0,1.0,-1,0.0,unknown,no
29.0,services,married,secondary,no,,,no,unknown,28.0,may,75.0,,-1,,unknown,no
70.0,retired,married,secondary,no,1164.0,no,no,telephone,14.0,may,,3.0,185,,,no
,management,,,no,,,no,unknown,,jun,29.0,,-1,,,no
,management,married,tertiary,,0.0,,no,unknown,14.0,may,,2.0,-1,,unknown,no
36.0,technician,divorced,secondary,no,-435.0,yes,no,unknown,2.0,,,8.0,-1,0.0,unknown,no
,technician,,secondary,,389.0,,,,,,15.0,7.0,-1,0.0,unknown,no
50.0,management,,tertiary,no,356.0,no,no,cellular,8.0,may,198.0,2.0,358,5.0,other,no
49.0,technician,married,secondary,no,2718.0,,no,,19.0,,114.0,2.0,-1,0.0,unknown,no
71.0,retired,,tertiary,no,261.0,no,no,,12.0,aug,,2.0,-1,,unknown,no
31.0,admin.,single,,no,757.0,,,cellular,,feb,,2.0,-1,0.0,unknown,no
45.0,management,,,,,,,,31.0,jul,59.0,2.0,-1,0.0,unknown,no
,blue-collar,,secondary,no,,,no,cellular,9.0,jul,31.0,1.0,-1,0.0,unknown,no
45.0,admin.,married,secondary,,248.0,no,no,cellular,16.0,jul,212.0,2.0,-1,,,no
47.0,technician,,primary,,145.0,yes,,,7.0,may,157.0,,-1,0.0,unknown,no
60.0,retired,,secondary,no,,,yes,cellular,,jul,96.0,1.0,-1,,,no
,management,married,,,949.0,,,,27.0,,,2.0,-1,,unknown,no
,technician,single,tertiary,,,no,,cellular,11.0,aug,,,-1,0.0,unknown,no
33.0,blue-collar,married,primary,,,,,cellular,16.0,apr,,,-1,0.0,,no
,self-employed,married,tertiary,,202.0,,no,,,,,1.0,148,4.0,failure,no
51.0,blue-collar,married,,no,,yes,no,cellular,,aug,312.0,3.0,-1,,unknown,no
,technician,,secondary,no,114.0,,yes,cellular,4.0,,153.0,1.0,309,3.0,other,no
,services,married,,no,-229.0,,yes,,,jul,55.0,,-1,0.0,unknown,no
